idn,title,ts-idn,ts
1236172027,Entwürfe und Klischeeabzüge für den Titel von Die Bildersammlung der Zehnbambushalle,04141215X,Abzug
1236172051,Entwurf und Probedrucke für den Schuber von Die Bildersammlung der Zehnbambushalle,1015543863,Schuber
1236172051,Entwurf und Probedrucke für den Schuber von Die Bildersammlung der Zehnbambushalle,041212088,Entwurf
1236172051,Entwurf und Probedrucke für den Schuber von Die Bildersammlung der Zehnbambushalle,943626668,Probedruck
1236172078,Klischeevorlagen für Illustrationen von Werke und Aufsätze über El Lissitzky (1890-1941),04123412X,Illustration
1236172078,Klischeevorlagen für Illustrationen von Werke und Aufsätze über El Lissitzky (1890-1941),941715787,Klischee
1236172078,Klischeevorlagen für Illustrationen von Werke und Aufsätze über El Lissitzky (1890-1941),041212088,Entwurf
1236172094,Reprografie und Druckklischee des Ku-Su-Drucks der Sammlung Tschichold für In Su-Chou um 1740: 15 Ku-Su-Drucke,941715787,Klischee
1236172094,Reprografie und Druckklischee des Ku-Su-Drucks der Sammlung Tschichold für In Su-Chou um 1740: 15 Ku-Su-Drucke,041157494,Reproduktion
1236172124,Pre-press von Landkarten des Chinas der Ming-Dynastie für In Su-Chou um 1740: 15 Ku-Su-Drucke,040324230,Kopie
1236172124,Pre-press von Landkarten des Chinas der Ming-Dynastie für In Su-Chou um 1740: 15 Ku-Su-Drucke,941715787,Klischee
1236172124,Pre-press von Landkarten des Chinas der Ming-Dynastie für In Su-Chou um 1740: 15 Ku-Su-Drucke,042067774,Notiz
1236172124,Pre-press von Landkarten des Chinas der Ming-Dynastie für In Su-Chou um 1740: 15 Ku-Su-Drucke,944214657,Pre-press
1236172132,Papiermuster und Notiz für die Einbandgestaltung von In Su-Chou um 1740: 15 Ku-Su-Drucke,040445224,Papier
1236172132,Papiermuster und Notiz für die Einbandgestaltung von In Su-Chou um 1740: 15 Ku-Su-Drucke,042067774,Notiz
1236172175,Satzanordnung für die Reproduktion eines Holzdrucks für In Su-Chou um 1740: 15 Ku-Su-Drucke,944214657,Pre-press
1236172175,Satzanordnung für die Reproduktion eines Holzdrucks für In Su-Chou um 1740: 15 Ku-Su-Drucke,040770338,Satz
1236172264,Satzvorlage für Druck mit Zitat von Jan Hus,040131343,Druckwerk
1236172264,Satzvorlage für Druck mit Zitat von Jan Hus,040770338,Satz
1236172264,Satzvorlage für Druck mit Zitat von Jan Hus,948082828,Druckvorlage
1236172302,Korrekturfahnen für das Titelblatt von Die Bildersammlung der Zehnbambushalle,041855760,Titelblatt
1236172302,Korrekturfahnen für das Titelblatt von Die Bildersammlung der Zehnbambushalle,943626668,Probedruck
1236172302,Korrekturfahnen für das Titelblatt von Die Bildersammlung der Zehnbambushalle,042053587,Korrektur
1236172353,Korrekturfahne einer Werbebeilage für Die Bildersammlung der Zehnbambushalle,943626668,Probedruck
1236172353,Korrekturfahne einer Werbebeilage für Die Bildersammlung der Zehnbambushalle,042053587,Korrektur
123617240X,Das @Meerwunder,040131343,Druckwerk
123617240X,Das @Meerwunder,943626668,Probedruck
123617240X,Das @Meerwunder,042721520,Einbanddecke
1236172507,Entwürfe und Korrekturfahnen von Geschäftsdrucksachen für Rentsch AG,042757517,Briefbogen
1236172507,Entwürfe und Korrekturfahnen von Geschäftsdrucksachen für Rentsch AG,04013119X,Drucksache
1236172507,Entwürfe und Korrekturfahnen von Geschäftsdrucksachen für Rentsch AG,041212088,Entwurf
1236172507,Entwürfe und Korrekturfahnen von Geschäftsdrucksachen für Rentsch AG,946122350,Fahne
1236172566,Korrigierte Reproduktion von Satzvorlage für das Titelblatt und Initialen von Der Falke und die Wölfin,040270114,Initiale
1236172566,Korrigierte Reproduktion von Satzvorlage für das Titelblatt und Initialen von Der Falke und die Wölfin,041855760,Titelblatt
1236172566,Korrigierte Reproduktion von Satzvorlage für das Titelblatt und Initialen von Der Falke und die Wölfin,948082828,Druckvorlage
1236172566,Korrigierte Reproduktion von Satzvorlage für das Titelblatt und Initialen von Der Falke und die Wölfin,040770338,Satz
1236172566,Korrigierte Reproduktion von Satzvorlage für das Titelblatt und Initialen von Der Falke und die Wölfin,041157494,Reproduktion
1236172566,Korrigierte Reproduktion von Satzvorlage für das Titelblatt und Initialen von Der Falke und die Wölfin,042053587,Korrektur
1236172620,Montierte Entwürfe für Exlibris,04015985X,Exlibris
1236172620,Montierte Entwürfe für Exlibris,041212088,Entwurf
1236172698,"Probedrucke, Klischee und Klischeeabzug von Titelblatt und Illustration für Gebetbuch für das Pessachfest",041855760,Titelblatt
1236172698,"Probedrucke, Klischee und Klischeeabzug von Titelblatt und Illustration für Gebetbuch für das Pessachfest",943626668,Probedruck
1236172698,"Probedrucke, Klischee und Klischeeabzug von Titelblatt und Illustration für Gebetbuch für das Pessachfest",04123412X,Illustration
1236172698,"Probedrucke, Klischee und Klischeeabzug von Titelblatt und Illustration für Gebetbuch für das Pessachfest",941715787,Klischee
1236172787,Korrekturfahne für einen Briefbogen für Georg-Rentsch-Söhne,042757517,Briefbogen
1236172787,Korrekturfahne für einen Briefbogen für Georg-Rentsch-Söhne,946122350,Fahne
1236172795,Briefbögen und Briefumschläge für Georg-Rentsch-Söhne,041249798,Firmenzeichen
1236172795,Briefbögen und Briefumschläge für Georg-Rentsch-Söhne,042757517,Briefbogen
1236172795,Briefbögen und Briefumschläge für Georg-Rentsch-Söhne,041466144,Briefumschlag
1236172868,Probedrucke und Korrekturfahnen von Exlibris,04015985X,Exlibris
1236172868,Probedrucke und Korrekturfahnen von Exlibris,943626668,Probedruck
1236172868,Probedrucke und Korrekturfahnen von Exlibris,946122350,Fahne
1236172914,Entwurf und Probedrucke von Schmuckrahmen für Exlibris,04015985X,Exlibris
1236172914,Entwurf und Probedrucke von Schmuckrahmen für Exlibris,040438864,Ornament
1236172914,Entwurf und Probedrucke von Schmuckrahmen für Exlibris,041212088,Entwurf
1236172965,Entwurfszeichnungen von Briefbogen für Rentsch AG,042757517,Briefbogen
1236172965,Entwurfszeichnungen von Briefbogen für Rentsch AG,041524586,Entwurfszeichnung
1236173015,Briefbogen und Rechnungsvordruck für Rentsch AG,042757517,Briefbogen
1236173015,Briefbogen und Rechnungsvordruck für Rentsch AG,042275423,Briefkopf
1236173015,Briefbogen und Rechnungsvordruck für Rentsch AG,041271378,Formular
1236173015,Briefbogen und Rechnungsvordruck für Rentsch AG,042465028,Rechnung
1236173104,Probedruck von Titelblatt für Gebetbuch für das Pessachfest,041855760,Titelblatt
1236173104,Probedruck von Titelblatt für Gebetbuch für das Pessachfest,943626668,Probedruck
1236173120,Ausschnitte von Schriftzug Fjord aus Schokoladenverpackungen,041249798,Firmenzeichen
1236173147,Negativ der Grabinschrift für das Grabmal von Karl Heinrich Wackernagel-Hagenbach,041315553,Grabinschrift
1236173147,Negativ der Grabinschrift für das Grabmal von Karl Heinrich Wackernagel-Hagenbach,941852741,Negativ
1236173236,Korrekturfahnen für Abbildungen von Briefbogen für Lund Humphries & Co Ltd,04123412X,Illustration
1236173236,Korrekturfahnen für Abbildungen von Briefbogen für Lund Humphries & Co Ltd,946122350,Fahne
1236173252,"Übersichten mit Beispieltexten der Schriften Bembo, Stempel-Garamond, Linotype-Garamond, Monotype-Garamond und j.t.",040131203,Druckschrift
1236173287,Probedruck von Schutzumschlag für Towards a New Typography,041802810,Schutzumschlag
1236173287,Probedruck von Schutzumschlag für Towards a New Typography,943626668,Probedruck
1236173325,Klischeeabzug von Schriftzug für Schokoladenverpackung Fjordines Glacées,041249798,Firmenzeichen
1236173325,Klischeeabzug von Schriftzug für Schokoladenverpackung Fjordines Glacées,941715787,Klischee
123617335X,"Um die Wahrheit zu finden, muß man der Menge den Rücken kehren",04067889X,Zitat
123617335X,"Um die Wahrheit zu finden, muß man der Menge den Rücken kehren",040131343,Druckwerk
123617335X,"Um die Wahrheit zu finden, muß man der Menge den Rücken kehren",041212088,Entwurf
1236173384,Entwurf von Schutzumschlag für Die unsymmetrische Satzweise,041802810,Schutzumschlag
1236173384,Entwurf von Schutzumschlag für Die unsymmetrische Satzweise,041212088,Entwurf
1236173422,Montierte Entwürfe von Schriftzug für Schokoladenverpackung Fjordines Glacées,041249798,Firmenzeichen
1236173422,Montierte Entwürfe von Schriftzug für Schokoladenverpackung Fjordines Glacées,041212088,Entwurf
1236173422,Montierte Entwürfe von Schriftzug für Schokoladenverpackung Fjordines Glacées,041745116,Fotokopie
1236173430,Entwurf und Klischeeabzug von Schriftzug für Schokoladenverpackung Fjordines Glacées,041249798,Firmenzeichen
1236173430,Entwurf und Klischeeabzug von Schriftzug für Schokoladenverpackung Fjordines Glacées,041212088,Entwurf
1236173430,Entwurf und Klischeeabzug von Schriftzug für Schokoladenverpackung Fjordines Glacées,941715787,Klischee
123617349X,Leben und Bedeutung des Schriftschneiders Jakob Sabon,040131343,Druckwerk
1236173538,Korrekturfahne für eine Bibliographie von Jan Tschichold,946122350,Fahne
1236173538,Korrekturfahne für eine Bibliographie von Jan Tschichold,042053587,Korrektur
1236173546,Klebeentwurf der Grabinschrift für das Grabmal von Karl Heinrich Wackernagel-Hagenbach,041315553,Grabinschrift
1236173546,Klebeentwurf der Grabinschrift für das Grabmal von Karl Heinrich Wackernagel-Hagenbach,041212088,Entwurf
1236173562,Beilage für The Penman's Paradise,04203535X,Beilage
1236173651,Blindband mit Entwurfsskizzen für Symposium on Duduid's Hypothesis,944257690,Programmheft
1236173651,Blindband mit Entwurfsskizzen für Symposium on Duduid's Hypothesis,041212088,Entwurf
1236173694,Korrekturfahne für Symposium on Duduid's Hypothesis,944257690,Programmheft
1236173694,Korrekturfahne für Symposium on Duduid's Hypothesis,946122350,Fahne
1236173694,Korrekturfahne für Symposium on Duduid's Hypothesis,042053587,Korrektur
1236173732,Bogensignaturen und Bogenrücken-Signaturen,041290089,Aufsatz
1236173821,Einbanddecke für Treasury of Alphabets and Lettering,04008602X,Bucheinband
1236173821,Einbanddecke für Treasury of Alphabets and Lettering,042721520,Einbanddecke
1236173821,Einbanddecke für Treasury of Alphabets and Lettering,1153904608,Ganzband
1236173872,Neujahrswunsch [1967?] mit asiatischem Motiv,041577000,Glückwunschkarte
1236173872,Neujahrswunsch [1967?] mit asiatischem Motiv,041715640,Neujahrswunsch
1236173910,Probedruck für den Schutzumschlag von The Penman's Paradise,041802810,Schutzumschlag
1236173910,Probedruck für den Schutzumschlag von The Penman's Paradise,943626668,Probedruck
123617397X,Montierte Druckfahne für Buchrücken und Titelschild von Treasury of Alphabets and Lettering,042846560,Buchrücken
123617397X,Montierte Druckfahne für Buchrücken und Titelschild von Treasury of Alphabets and Lettering,1153904039,Titelschild
123617397X,Montierte Druckfahne für Buchrücken und Titelschild von Treasury of Alphabets and Lettering,946122350,Fahne
123617397X,Montierte Druckfahne für Buchrücken und Titelschild von Treasury of Alphabets and Lettering,990646130,Leineneinband
1236173996,Entwurf für Buchrücken und Titelschild von Treasury of Alphabets and Lettering,042846560,Buchrücken
1236173996,Entwurf für Buchrücken und Titelschild von Treasury of Alphabets and Lettering,1153904039,Titelschild
1236173996,Entwurf für Buchrücken und Titelschild von Treasury of Alphabets and Lettering,041212088,Entwurf
1236174054,Programmheft Jahresfeier 1966 der Musik-Akademie Basel,042316928,Einladungskarte
1236174054,Programmheft Jahresfeier 1966 der Musik-Akademie Basel,944257690,Programmheft
1236174127,"Neue Zeichnungen für die SABON von Jan Tschichold für die Grade von 14 Punkt ab, Mai 1965",040131203,Druckschrift
1236174127,"Neue Zeichnungen für die SABON von Jan Tschichold für die Grade von 14 Punkt ab, Mai 1965",041212088,Entwurf
123617416X,Fotokopien verschiedener Alphabete unter anderem der Garamond,040131203,Druckschrift
123617416X,Fotokopien verschiedener Alphabete unter anderem der Garamond,041745116,Fotokopie
123617416X,Fotokopien verschiedener Alphabete unter anderem der Garamond,041157494,Reproduktion
1236174186,Fotokopie und Reproduktion von Sabon-Entwürfen,040131203,Druckschrift
1236174186,Fotokopie und Reproduktion von Sabon-Entwürfen,041212088,Entwurf
1236174186,Fotokopie und Reproduktion von Sabon-Entwürfen,041745116,Fotokopie
1236174186,Fotokopie und Reproduktion von Sabon-Entwürfen,041157494,Reproduktion
1236174216,"Korrigierter Schutzumschlag für Meisterbuch der Schrift, 2. Auflage",041802810,Schutzumschlag
1236174216,"Korrigierter Schutzumschlag für Meisterbuch der Schrift, 2. Auflage",042053587,Korrektur
1236174267,Korrekturfahnen einer Illustration für Asymmetric Typography,04123412X,Illustration
1236174267,Korrekturfahnen einer Illustration für Asymmetric Typography,946122350,Fahne
1236174267,Korrekturfahnen einer Illustration für Asymmetric Typography,042053587,Korrektur
123617433X,Entwurf von Briefbogen für Walter de Gruyter & Co,042757517,Briefbogen
123617433X,Entwurf von Briefbogen für Walter de Gruyter & Co,041212088,Entwurf
1236174402,Konstruktion einer harmonischen Spirale,040131343,Druckwerk
1236174402,Konstruktion einer harmonischen Spirale,943626668,Probedruck
1236174453,Korrekturfahne eines Klischeeabzugs für einen verkleinerten Nachdruck von Plakat Casanova für Phoebus-Palast,04123412X,Illustration
1236174453,Korrekturfahne eines Klischeeabzugs für einen verkleinerten Nachdruck von Plakat Casanova für Phoebus-Palast,041710029,Nachdruck
1236174453,Korrekturfahne eines Klischeeabzugs für einen verkleinerten Nachdruck von Plakat Casanova für Phoebus-Palast,941715787,Klischee
1236174453,Korrekturfahne eines Klischeeabzugs für einen verkleinerten Nachdruck von Plakat Casanova für Phoebus-Palast,946122350,Fahne
1236174488,Klischeevorlagen für Illustrationen mit Buchsatzspiegeln,941715787,Klischee
123617450X,Korrekturfahnen und Probedruck für Illustration von Plakat Laster der Menschheit für Phoebus Palast,04123412X,Illustration
123617450X,Korrekturfahnen und Probedruck für Illustration von Plakat Laster der Menschheit für Phoebus Palast,946122350,Fahne
123617450X,Korrekturfahnen und Probedruck für Illustration von Plakat Laster der Menschheit für Phoebus Palast,943626668,Probedruck
1236174593,Satzvorlage für Illustration des Bestellscheines Vorzugs-Angebot für Die Neue Typographie,04123412X,Illustration
1236174593,Satzvorlage für Illustration des Bestellscheines Vorzugs-Angebot für Die Neue Typographie,040770338,Satz
1236174658,Entwurf für die Illustration von Schutzumschlag Mensch unterm Hammer,041802810,Schutzumschlag
1236174658,Entwurf für die Illustration von Schutzumschlag Mensch unterm Hammer,04123412X,Illustration
1236174658,Entwurf für die Illustration von Schutzumschlag Mensch unterm Hammer,041212088,Entwurf
1236174763,"Entwurfsskizze von Briefbogen für Jan Tschichold, Wettsteinallee 115",042757517,Briefbogen
1236174763,"Entwurfsskizze von Briefbogen für Jan Tschichold, Wettsteinallee 115",042275423,Briefkopf
1236174763,"Entwurfsskizze von Briefbogen für Jan Tschichold, Wettsteinallee 115",041816684,Skizze
1236174763,"Entwurfsskizze von Briefbogen für Jan Tschichold, Wettsteinallee 115",041212088,Entwurf
1236174852,"Briefbogen für Jan Tschichold Hon. R.D.I, Berzona",042757517,Briefbogen
1236174852,"Briefbogen für Jan Tschichold Hon. R.D.I, Berzona",042275423,Briefkopf
1236174968,Klischeevorlage für die Abbildung einer mittelalterlichen Handschrift,04123412X,Illustration
1236174968,Klischeevorlage für die Abbildung einer mittelalterlichen Handschrift,941715787,Klischee
1236174968,Klischeevorlage für die Abbildung einer mittelalterlichen Handschrift,041886828,Vorlage
1236175026,Fotorepro und Zeitschriftenausschnitt von Plakat Casanova für Phoebus-Palast,041543718,Filmplakat
1236175026,Fotorepro und Zeitschriftenausschnitt von Plakat Casanova für Phoebus-Palast,943626668,Probedruck
1236175026,Fotorepro und Zeitschriftenausschnitt von Plakat Casanova für Phoebus-Palast,040495442,Reprographie
1236175085,Entbehrliche Photokopien einzelner Buchstaben (gewöhnliche) ab 14 P,040131203,Druckschrift
1236175085,Entbehrliche Photokopien einzelner Buchstaben (gewöhnliche) ab 14 P,041212088,Entwurf
1236175085,Entbehrliche Photokopien einzelner Buchstaben (gewöhnliche) ab 14 P,041745116,Fotokopie
1236175085,Entbehrliche Photokopien einzelner Buchstaben (gewöhnliche) ab 14 P,041157494,Reproduktion
123617514X,Probedrucke der Sabon in verschiedenen Schriftschnitten und Schriftgraden,040131203,Druckschrift
123617514X,Probedrucke der Sabon in verschiedenen Schriftschnitten und Schriftgraden,943626668,Probedruck
1236175212,Briefumschlag Musik-Akademie,040195589,Gebrauchsgrafik
1236175212,Briefumschlag Musik-Akademie,041466144,Briefumschlag
123617528X,Interpretations- und Dirigierkurs für zeitgenössische Musik,04002377X,Anzeige
